nace_r2,sizeclas,indic_lc,currency,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 
B,TOTAL,LC_H,NAC,SI	20.24 p	19.62 p	18.45 p	19.42 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,NAC,SK	9.60 	9.14 	8.88 	246.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,NAC,UK	25.41 	24.67 	24.76 	22.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,BG	12.00 	10.89 	9.75 	8.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,CH	: 	25.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,CY	19.58 	18.90 	18.82 	19.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,CZ	17.40 	17.22 	16.08 	16.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,EE	12.68 	12.53 	11.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,ES	26.46 	26.01 	23.64 	23.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,HU	13.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,IE	24.32 	22.39 	22.33 	22.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,LT	9.53 	9.92 	10.09 	11.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,LV	8.08 	8.57 	8.13 	8.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,NL	61.89 	55.34 	50.89 	53.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,PT	14.10 	13.78 	12.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,RO	14.12 	14.04 	17.12 	14.27 	10.96 	10.58 	8.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,SI	23.58 p	23.36 p	21.87 p	23.59 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,SK	13.27 	12.84 	12.26 	341.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_H,PPS,UK	28.71 	28.68 	29.20 	27.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,BG	813 	740 	672 	610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,CY	2294 	2959 	2973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,CZ	1855 	1730 	1549 	1687 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,EE	1476 	1346 	1210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,ES	3587 	3522 	3230 	3187 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,HU	1304 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,IE	4948 	4691 	4545 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,LT	976 	980 	1019 	1103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,LV	896 	893 	889 	919 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,NL	9729 	8579 	8163 	8444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,PT	1788 	1758 	1612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,RO	1213 	1160 	1395 	1302 	1038 	895 	708 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,SI	2901 p	2818 p	2712 p	2725 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,SK	1320 	1255 	1280 	1152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,EUR,UK	5739 	5639 	5447 	5577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,BG	1591 	1448 	1315 	1193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,CY	2294 	2959 	2973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,CZ	45606 	43742 	40956 	42088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,EE	1476 	1346 	1210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,ES	3587 	3522 	3230 	3187 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,HU	364393 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,IE	4948 	4691 	4545 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,LT	3370 	3383 	3519 	3807 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,LV	633 	633 	628 	646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,NL	9729 	8579 	8163 	8444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,PT	1788 	1758 	1612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,RO	5140 	4888 	5915 	4795 	3462 	3156 	2564 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,SI	2901 p	2818 p	2712 p	2725 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,SK	1320 	1255 	1280 	34696 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,NAC,UK	4981 	4837 	4853 	4441 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,BG	1648 	1466 	1353 	1241 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,CY	2582 	3315 	3301 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,CZ	2424 	2402 	2213 	2337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,EE	1895 	1793 	1580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,ES	3691 	3642 	3303 	3348 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,HU	2027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,IE	4253 	3969 	3606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,LT	1484 	1544 	1538 	1672 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,LV	1215 	1289 	1210 	1230 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,NL	8993 	8084 	7488 	8055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,PT	2054 	2008 	1818 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,RO	2011 	1981 	2414 	2073 	1628 	1553 	1299 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,SI	3380 p	3354 p	3214 p	3310 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,SK	1825 	1763 	1767 	48042 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B,TOTAL,LC_M,PPS,UK	5628 	5624 	5722 	5464 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,AT	31.61 	30.86 	31.30 	29.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,BE	42.00 	41.08 	39.14 	37.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,BG	3.13 	2.98 	2.81 	2.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,CH	: 	39.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,CZ	9.83 	9.26 	8.89 	8.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,DE	34.50 	33.10 	33.10 	32.50 	31.80 	31.60 	30.50 	30.20 	30.00 	29.30 	28.70 	27.80 	26.40 	25.63 	25.29 	25.50 
B-E,GE10,LC_H,EUR,DK	39.58 	38.72 	37.09 	34.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,EL	: 	: 	18.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,ES	22.51 	22.22 	21.99 	20.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,FI	32.05 	31.28 	31.69 	30.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,FR	35.82 	34.51 	33.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,HR	8.15 p	8.15 p	8.17 p	8.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,HU	7.52 	7.14 	7.10 	7.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,IE	26.84 	26.78 	27.18 	29.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,IT	: 	: 	: 	24.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,LT	5.51 	5.44 	5.58 	5.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,LU	30.20 	29.06 	28.78 	28.63 	27.90 	27.00 	26.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,LV	5.38 	5.36 	5.58 	5.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,MT	: 	: 	9.14 	9.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,NL	32.91 	31.91 	31.11 	30.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,PL	7.62 	7.38 	6.59 	7.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,PT	10.81 	10.64 	10.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,RO	4.19 	4.05 	3.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,SE	40.86 	37.64 	32.92 	34.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,SI	13.63 p	13.41 p	13.02 p	12.78 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,SK	8.77 	8.12 	8.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,EUR,UK	20.24 	20.17 	19.75 	21.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,AT	31.61 	30.86 	31.30 	29.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,BE	42.00 	41.08 	39.14 	37.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,BG	6.12 	5.83 	5.49 	4.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,CH	: 	54.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,CZ	241.60 	234.24 	235.08 	223.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,DE	34.50 	33.10 	33.10 	32.50 	31.80 	31.60 	30.50 	30.20 	30.00 	29.30 	28.70 	27.80 	26.40 	25.80 	25.40 	24.90 
B-E,GE10,LC_H,NAC,DK	294.91 	288.33 	276.15 	259.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,EL	: 	: 	18.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,ES	22.51 	22.22 	21.99 	20.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,FI	32.05 	31.28 	31.69 	30.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,FR	35.82 	34.51 	33.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,HR	59.39 p	59.39 p	59.97 p	62.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,HU	2099.88 	1965.60 	1991.53 	1948.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,IE	26.84 	26.78 	27.18 	29.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,IT	: 	: 	: 	24.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,LT	19.02 	18.77 	19.25 	19.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,LU	30.20 	29.06 	28.78 	28.63 	27.90 	27.00 	26.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,LV	3.80 	3.80 	3.94 	3.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,MT	: 	: 	9.14 	9.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,NL	32.91 	31.91 	31.11 	30.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,PL	31.38 	29.47 	28.51 	26.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,PT	10.81 	10.64 	10.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,RO	17.78 	17.08 	16.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,SE	368.96 	359.00 	349.62 	333.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,SI	13.63 p	13.41 p	13.02 p	12.78 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,SK	8.77 	8.12 	8.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,NAC,UK	17.57 	17.30 	17.60 	17.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,AT	29.71 	28.82 	29.09 	28.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,BE	37.84 	36.82 	34.53 	33.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,BG	6.34 	5.90 	5.65 	5.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,CH	: 	26.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,CZ	12.84 	12.86 	12.70 	12.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,DE	33.44 	31.76 	31.28 	31.39 	31.27 	30.79 	29.50 	28.83 	28.26 	27.48 	26.83 	26.09 	24.61 	23.56 	23.08 	22.33 
B-E,GE10,LC_H,PPS,DK	27.59 	27.16 	25.59 	24.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,EL	: 	: 	18.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,ES	23.16 	22.98 	22.49 	21.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,FI	25.70 	25.45 	25.26 	24.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,FR	32.50 	30.85 	29.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,HR	10.89 p	10.99 p	11.02 p	11.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,HU	11.68 	10.90 	11.06 	11.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,IE	23.07 	22.66 	21.56 	22.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,IT	: 	: 	: 	23.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,LT	8.38 	8.56 	8.42 	8.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,LU	24.56 	24.23 	23.77 	24.37 	24.31 	24.25 	23.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,LV	7.30 	7.74 	7.60 	7.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,MT	: 	: 	11.45 	12.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,NL	30.42 	30.07 	28.54 	29.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,PL	12.84 	11.79 	11.38 	11.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,PT	12.42 	12.15 	11.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,RO	6.96 	6.92 	6.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,SE	32.32 	31.42 	30.57 	30.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,SI	15.88 p	15.96 p	15.43 p	15.52 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,SK	12.12 	11.41 	11.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_H,PPS,UK	19.85 	20.11 	20.75 	21.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,AT	4491 	4457 	4352 	4243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,BE	5325 	5209 	4963 	4744 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,BG	445 	422 	396 	366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,CZ	1421 	1339 	1242 	1271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,DE	4655 	4464 	4472 	4389 	4307 	4280 	4178 	4097 	4002 	3865 	3723 	3686 	3480 	3335 	3299 	3288 
B-E,GE10,LC_M,EUR,DK	5396 	5255 	4951 	4712 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,EL	: 	: 	2856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,ES	3222 	3163 	3082 	2987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,FI	4562 	4453 	4512 	4275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,FR	4702 	4529 	4371 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,HR	1220 p	1220 p	1224 p	1299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,HU	1135 	1075 	1043 	1143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,IE	4418 	4434 	4489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,LT	847 	835 	843 	822 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,LU	4512 	4387 	4236 	4260 	4092 	3949 	3812 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,LV	809 	806 	820 	825 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,MT	: 	: 	1571 	1614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,NL	4842 	4668 	4558 	4492 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,PL	1116 	1078 	948 	1103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,PT	1562 	1538 	1511 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,RO	649 	622 	594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,SE	5506 	5208 	4555 	4799 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,SI	2007 p	1945 p	1792 p	1783 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,SK	1237 	1142 	1098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,EUR,UK	3473 	3460 	3393 	3755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,AT	4491 	4457 	4352 	4243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,BE	5325 	5209 	4963 	4744 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,BG	871 	825 	775 	715 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,CZ	34952 	33855 	32836 	31698 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,DE	4655 	4464 	4472 	4389 	4307 	4280 	4178 	4097 	4002 	3865 	3723 	3686 	3480 	3358 	3313 	3210 
B-E,GE10,LC_M,NAC,DK	40202 	39135 	36869 	35133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,EL	: 	: 	2856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,ES	3222 	3163 	3082 	2987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,FI	4562 	4453 	4512 	4275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,FR	4702 	4529 	4371 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,HR	8896 p	8896 p	8982 p	9381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,HU	317044 	296241 	292341 	287578 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,IE	4418 	4434 	4489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,LT	2924 	2884 	2909 	2839 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,LU	4512 	4387 	4236 	4260 	4092 	3949 	3812 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,LV	571 	571 	579 	580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
B-E,GE10,LC_M,NAC,MT	: 	: 	1571 	1614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
