nace_r2,sizeclas,indic_lc,currency,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 
P-S,TOTAL,LC_H,EUR,EE	7.13 	6.97 	7.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,ES	21.14 	21.13 	21.23 	20.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,HU	4.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,IE	28.60 	28.64 	29.94 	33.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,LT	5.65 	5.50 	5.66 	5.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,LV	4.59 	4.57 	5.12 	5.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,NL	33.35 	32.80 	31.87 	30.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,PT	14.77 	14.60 	14.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,RO	3.54 	3.73 	4.14 	4.47 	3.79 	3.22 	2.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,SI	16.42 p	15.80 p	16.33 p	15.53 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,SK	7.14 	7.05 	6.95 	6.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,UK	19.45 	19.81 	18.52 	19.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,BG	6.02 	5.83 	5.49 	4.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,CH	: 	56.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,CY	19.56 	19.61 	19.35 	24.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,CZ	219.53 	214.42 	212.44 	200.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,EE	7.13 	6.97 	7.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,ES	21.14 	21.13 	21.23 	20.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,HU	1237.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,IE	28.60 	28.64 	29.94 	33.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,LT	19.51 	18.99 	19.54 	18.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,LV	3.24 	3.24 	3.61 	3.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,NL	33.35 	32.80 	31.87 	30.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,PT	14.77 	14.60 	14.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,RO	14.99 	15.72 	17.56 	16.46 	12.65 	11.34 	9.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,SI	16.42 p	15.80 p	16.33 p	15.53 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,SK	7.14 	7.05 	6.95 	190.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,NAC,UK	16.88 	16.99 	16.50 	15.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,BG	6.24 	5.90 	5.65 	5.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,CH	: 	27.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,CY	22.01 	21.96 	21.49 	27.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,CZ	11.67 	11.78 	11.48 	11.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,EE	9.15 	9.28 	9.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,ES	21.76 	21.85 	21.71 	21.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,HU	6.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,IE	24.59 	24.23 	23.75 	26.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,LT	8.59 	8.67 	8.54 	8.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,LV	6.22 	6.60 	6.96 	7.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,NL	30.83 	30.91 	29.24 	29.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,PT	16.96 	16.67 	15.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,RO	5.86 	6.37 	7.17 	7.12 	5.95 	5.58 	4.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,SI	19.13 p	18.81 p	19.35 p	18.86 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,SK	9.87 	9.91 	9.60 	264.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,PPS,UK	19.07 	19.75 	19.46 	19.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,BG	415 	405 	389 	352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,CY	3112 	3295 	3252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,CZ	1300 	1232 	1165 	1167 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,EE	1012 	979 	992 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,ES	2810 	2819 	2813 	2690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,HU	869 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,IE	4128 	4164 	4401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,LT	789 	768 	791 	761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,LV	695 	693 	755 	828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,NL	4267 	4174 	4099 	3939 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,PT	2007 	1958 	1909 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,RO	537 	566 	633 	687 	579 	487 	379 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,SI	2231 p	2244 p	2238 p	2131 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,SK	961 	944 	916 	792 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,EUR,UK	2674 	2723 	2547 	2724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,BG	812 	793 	761 	688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,CY	3112 	3295 	3252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,CZ	31965 	31149 	30807 	29102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,EE	1012 	979 	992 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,ES	2810 	2819 	2813 	2690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,HU	242892 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,IE	4128 	4164 	4401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,LT	2725 	2652 	2732 	2628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,LV	491 	491 	533 	582 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,NL	4267 	4174 	4099 	3939 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,PT	2007 	1958 	1909 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,RO	2276 	2383 	2683 	2530 	1930 	1716 	1371 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,SI	2231 p	2244 p	2238 p	2131 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,SK	961 	944 	916 	23874 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,NAC,UK	2321 	2336 	2269 	2169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,BG	841 	803 	783 	716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,CY	3502 	3691 	3611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,CZ	1699 	1711 	1664 	1616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,EE	1299 	1304 	1295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,ES	2892 	2915 	2876 	2827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,HU	1351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,IE	3549 	3522 	3491 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,LT	1200 	1210 	1194 	1154 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,LV	943 	1000 	1026 	1108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,NL	3944 	3933 	3760 	3757 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,PT	2305 	2236 	2153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,RO	890 	966 	1095 	1094 	908 	844 	695 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,SI	2599 p	2671 p	2652 p	2588 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,SK	1328 	1326 	1265 	33057 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_M,PPS,UK	2623 	2716 	2675 	2668 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,AT	28.37 	28.06 	27.33 	25.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,BE	31.23 	30.08 	28.22 	27.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,BG	3.27 	3.15 	3.01 	2.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,CH	: 	38.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,CZ	9.61 	9.02 	8.34 	8.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,DE	25.30 	24.50 	24.50 	23.70 	23.30 	23.30 	23.30 	23.50 	23.50 	23.20 	22.90 	22.40 	22.00 	21.35 	21.21 	21.51 
Q,GE10,LC_H,EUR,DK	34.35 	34.47 	32.72 	29.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,EL	: 	: 	12.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,ES	23.46 	23.67 	23.66 	22.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,FI	28.45 	27.32 	26.43 	24.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,FR	30.10 	29.59 	28.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,HR	10.48 p	11.35 p	10.83 p	10.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,HU	4.99 	4.70 	5.52 	6.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,IE	25.74 	26.24 	28.09 	33.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,IT	: 	: 	: 	28.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,LT	5.61 	5.31 	5.63 	5.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,LU	36.14 	35.53 	34.45 	33.57 	32.71 	32.20 	30.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,LV	4.66 	4.64 	5.13 	5.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,MT	: 	: 	11.18 	10.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,NL	31.26 	30.92 	29.85 	29.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,PL	7.22 	7.23 	6.50 	7.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,PT	12.74 	12.18 	11.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,RO	3.65 	3.94 	4.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,SE	32.18 	29.69 	25.87 	28.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,SI	16.12 p	16.44 p	15.91 p	15.23 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,SK	7.60 	7.44 	7.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,EUR,UK	19.21 	19.79 	18.74 	20.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,AT	28.37 	28.06 	27.33 	25.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,BE	31.23 	30.08 	28.22 	27.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,BG	6.39 	6.17 	5.89 	5.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,CH	: 	53.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,CZ	236.35 	228.03 	220.56 	206.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,DE	25.30 	24.50 	24.50 	23.70 	23.30 	23.30 	23.30 	23.50 	23.50 	23.20 	22.90 	22.40 	22.00 	21.50 	21.30 	21.00 
Q,GE10,LC_H,NAC,DK	255.92 	256.74 	243.64 	222.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,EL	: 	: 	12.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,ES	23.46 	23.67 	23.66 	22.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,FI	28.45 	27.32 	26.43 	24.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,FR	30.10 	29.59 	28.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,HR	76.37 p	82.72 p	79.50 p	76.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,HU	1393.45 	1294.24 	1548.59 	1649.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,IE	25.74 	26.24 	28.09 	33.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,IT	: 	: 	: 	28.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,LT	19.36 	18.34 	19.44 	19.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,LU	36.14 	35.53 	34.45 	33.57 	32.71 	32.20 	30.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,LV	3.29 	3.29 	3.62 	3.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,MT	: 	: 	11.18 	10.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,NL	31.26 	30.92 	29.85 	29.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,PL	29.76 	28.88 	28.11 	26.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,PT	12.74 	12.18 	11.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,RO	15.46 	16.60 	18.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,SE	290.59 	283.21 	274.67 	270.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,SI	16.12 p	16.44 p	15.91 p	15.23 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,SK	7.60 	7.44 	7.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,NAC,UK	16.67 	16.98 	16.70 	16.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,AT	26.67 	26.21 	25.40 	24.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,BE	28.14 	26.96 	24.90 	24.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,BG	6.62 	6.24 	6.06 	5.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,CH	: 	26.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,CZ	12.56 	12.52 	11.92 	11.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,DE	24.52 	23.51 	23.15 	22.89 	22.91 	22.70 	22.53 	22.43 	22.14 	21.76 	21.41 	21.03 	20.51 	19.64 	19.35 	18.83 
Q,GE10,LC_H,PPS,DK	23.94 	24.18 	22.58 	21.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,EL	: 	: 	12.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,ES	24.14 	24.48 	24.20 	23.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,FI	22.81 	22.23 	21.07 	20.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,FR	27.31 	26.46 	25.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,HR	14.01 p	15.31 p	14.61 p	14.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,HU	7.75 	7.18 	8.60 	9.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,IE	22.13 	22.20 	22.29 	25.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,IT	: 	: 	: 	27.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,LT	8.53 	8.37 	8.50 	8.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,LU	29.40 	29.63 	28.46 	28.57 	28.50 	28.92 	27.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,LV	6.32 	6.70 	6.97 	7.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,MT	: 	: 	14.00 	13.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,NL	28.89 	29.14 	27.38 	28.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,PL	12.17 	11.56 	11.22 	10.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,PT	14.63 	13.91 	13.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,RO	6.05 	6.73 	7.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,SE	25.45 	24.79 	24.02 	24.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,SI	18.78 p	19.57 p	18.86 p	18.50 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,SK	10.50 	10.45 	9.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_H,PPS,UK	18.84 	19.74 	19.69 	19.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,AT	3894 	3817 	3785 	3618 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,BE	3715 	3578 	3357 	3261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,BG	443 	429 	421 	378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,CZ	1416 	1324 	1225 	1224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,DE	3480 	3379 	3372 	3261 	3235 	3239 	3291 	3309 	3255 	3181 	3084 	3088 	3018 	2885 	2864 	2869 
Q,GE10,LC_M,EUR,DK	4162 	4184 	4012 	3660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,EL	: 	: 	2191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,ES	3071 	3090 	3083 	2983 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,FI	3737 	3588 	3471 	3261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,FR	3622 	3568 	3514 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,HR	1530 p	1657 p	1581 p	1544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,HU	746 	703 	813 	979 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,IE	4119 	4146 	4542 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,LT	835 	790 	825 	838 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,GE10,LC_M,EUR,LU	4827 	4772 	4649 	4499 	4387 	4298 	4130 	: 	: 	: 	: 	: 	: 	: 	: 	: 
