nace_r1,currency,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
G-I,EUR,IT	: 	: 	: 	: 	: 	: 	18.42 	18.10 	: 	: 	: 	: 	: 	: 
G-I,EUR,LT	: 	4.76 	3.98 	3.41 	2.99 	2.99 	2.87 	2.69 	2.45 	2.13 	1.72 	1.41 	1.12 	: 
G-I,EUR,LU	26.65 	26.07 	25.19 	24.46 	23.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-I,EUR,LV	4.90 	3.95 	3.03 	2.50 	2.27 	2.15 	2.12 	2.02 	1.99 	1.64 	1.55 	1.49 	: 	: 
G-I,EUR,MT	: 	8.28 	8.16 	8.14 	7.80 	7.06 	7.25 	: 	: 	: 	: 	: 	: 	: 
G-I,EUR,NL	: 	: 	: 	24.20 	23.78 	23.21 	22.01 	20.81 	19.42 	18.61 	17.84 	17.18 b	17.00 	: 
G-I,EUR,PL	: 	6.20 	5.57 	5.19 	4.58 	4.54 	5.09 	: 	: 	: 	: 	: 	: 	: 
G-I,EUR,PT	12.33 	11.89 	11.77 	11.40 	10.90 	10.20 	9.60 	9.00 	8.46 	: 	: 	: 	: 	: 
G-I,EUR,RO	: 	3.08 	2.39 	2.09 	1.58 	1.50 	1.54 	: 	: 	: 	: 	: 	: 	: 
G-I,EUR,SE	: 	29.61 	28.55 	27.95 	27.46 	28.15 	26.69 	25.68 	26.56 	23.32 	22.25 	21.93 	21.35 	18.48 
G-I,EUR,SI	: 	12.09 	11.22 	10.59 	10.28 	10.67 	10.26 	9.68 	: 	: 	: 	: 	: 	: 
G-I,EUR,SK	: 	5.95 	4.97 	4.54 	4.10 	3.84 	3.55 	2.99 	2.90 	2.74 	2.85 	2.47 	1.75 	: 
G-I,EUR,UK	: 	18.97 	18.25 	17.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-I,NAC,AT	21.47 	21.81 	22.08 	22.10 	22.01 	21.63 	20.66 	20.39 	19.97 	19.42 	18.71 	18.59 	18.34 	: 
G-I,NAC,BE	28.77 	27.48 	26.59 	25.75 	25.25 	24.59 	24.04 	23.07 	22.11 	: 	: 	: 	: 	: 
G-I,NAC,BG	: 	3.31 	2.90 	2.74 	2.60 	2.41 	2.27 	2.21 	2.07 	1.38 	1.41 	: 	: 	: 
G-I,NAC,CH	47.41 	: 	45.39 	: 	43.81 	: 	43.14 	: 	42.05 	: 	: 	: 	: 	: 
G-I,NAC,CY	11.62 	10.82 	10.25 	10.15 	9.86 	9.24 	8.70 	8.44 	8.10 	7.76 	7.53 	7.33 	6.92 	: 
G-I,NAC,CZ	: 	212.32 	191.95 	193.59 	185.20 	168.32 	163.26 	154.66 	135.44 	119.96 	112.14 	102.98 	94.87 	78.90 
G-I,NAC,DE	: 	23.00 	22.90 	22.60 	22.40 	22.50 	21.90 	21.40 	20.90 	20.70 	20.44 	20.19 	19.33 	: 
G-I,NAC,DK	: 	235.73 	223.22 	219.54 	209.41 	209.47 	198.92 	: 	: 	: 	: 	: 	: 	: 
G-I,NAC,EE	6.99 	6.16 	5.09 	4.26 	3.91 	3.80 	3.41 	: 	: 	: 	: 	: 	: 	: 
G-I,NAC,EL	: 	: 	: 	: 	: 	11.06 	10.52 	10.00 	9.51 	9.04 	8.60 	8.17 	7.77 	7.39 
G-I,NAC,ES	: 	14.19 	13.78 	13.31 	12.88 	12.39 	12.01 	11.59 	12.92 	12.60 	12.51 	12.38 	12.44 	: 
G-I,NAC,FI	26.08 	24.77 	24.30 	23.91 	22.81 	22.17 	21.64 	22.71 	21.31 	18.62 	18.06 	17.74 	17.42 	: 
G-I,NAC,FR	27.52 	26.85 	26.15 	25.44 	24.29 	23.61 	22.97 	22.04 	21.15 	20.04 	19.59 	19.21 	18.47 	: 
G-I,NAC,HU	: 	1659.00 	1569.00 	1375.00 	1276.00 	1189.00 	: 	: 	: 	: 	: 	: 	: 	: 
G-I,NAC,IT	: 	: 	: 	: 	: 	: 	18.42 	18.10 	: 	: 	: 	: 	: 	: 
G-I,NAC,LT	: 	16.45 	13.73 	11.78 	10.33 	10.31 	9.93 	9.62 	9.05 	9.09 	7.73 	6.41 	5.70 	: 
G-I,NAC,LU	26.65 	26.07 	25.19 	24.46 	23.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-I,NAC,LV	3.44 	2.77 	2.11 	1.74 	1.51 	1.38 	1.23 	1.13 	1.11 	1.03 	1.02 	0.99 	: 	: 
G-I,NAC,MT	: 	8.28 	8.16 	8.15 	7.78 	7.01 	6.91 	: 	: 	: 	: 	: 	: 	: 
G-I,NAC,NL	: 	: 	: 	24.20 	23.78 	23.21 	22.01 	20.81 	19.42 	18.61 	17.97 	17.24 	16.51 	: 
G-I,NAC,PL	: 	23.45 	21.71 	20.88 	20.74 	19.99 	19.63 	: 	: 	: 	: 	: 	: 	: 
G-I,NAC,PT	12.33 	11.89 	11.77 	11.40 	10.90 	10.20 	9.60 	9.00 	8.46 	: 	: 	: 	: 	: 
G-I,NAC,RO	: 	10.26 	8.43 	7.55 	6.42 	5.65 	4.80 	: 	: 	: 	: 	: 	: 	: 
G-I,NAC,SE	: 	273.86 	264.24 	259.42 	250.52 	256.83 	244.47 	237.69 	224.33 	205.39 	198.40 	189.69 	181.81 	172.43 
G-I,NAC,SI	: 	12.09 	11.22 	10.58 	10.26 	10.42 	9.68 	8.80 	: 	: 	: 	: 	: 	: 
G-I,NAC,SK	: 	6.67 	6.14 	5.82 	5.45 	5.29 	5.03 	4.30 	4.11 	4.02 	3.73 	3.13 	2.26 	: 
G-I,NAC,UK	: 	12.98 	12.44 	11.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-I,PPS,AT	20.36 	21.27 	21.66 	21.54 	21.31 	20.94 	19.97 	19.46 	19.61 	18.53 	17.65 	17.27 	16.78 	: 
G-I,PPS,BE	26.06 	25.58 	24.69 	24.17 	23.65 	23.08 	23.69 	22.36 	21.68 	: 	: 	: 	: 	: 
G-I,PPS,BG	: 	3.71 	3.30 	3.24 	3.17 	3.04 	2.85 	2.77 	2.75 	1.86 	1.91 	: 	: 	: 
G-I,PPS,CH	23.11 	: 	21.43 	: 	20.15 	: 	20.04 	: 	18.94 	: 	: 	: 	: 	: 
G-I,PPS,CY	13.09 	12.31 	11.54 	11.39 	10.87 	10.18 	9.93 	9.65 	9.38 	8.98 	8.73 	8.50 	7.92 	: 
G-I,PPS,CZ	: 	12.25 	11.04 	11.17 	10.48 	9.69 	9.29 	9.08 	7.92 	7.01 	6.55 	6.46 	6.28 	5.46 
G-I,PPS,DE	: 	22.62 	22.31 	21.86 	21.38 	21.19 	20.54 	20.01 	19.62 	19.30 	18.67 	18.35 	17.34 	: 
G-I,PPS,DK	: 	23.05 	21.62 	20.97 	20.17 	19.97 	20.00 	: 	: 	: 	: 	: 	: 	: 
G-I,PPS,EE	8.99 	8.40 	7.42 	6.58 	6.20 	6.13 	5.60 	: 	: 	: 	: 	: 	: 	: 
G-I,PPS,EL	: 	: 	: 	: 	: 	12.88 	13.12 	12.15 	11.35 	10.71 	10.34 	10.28 	10.08 	10.02 
G-I,PPS,ES	: 	15.28 	15.01 	14.59 	14.16 	14.02 	14.19 	13.58 	15.20 	14.65 	14.55 	14.28 	14.17 	: 
G-I,PPS,FI	21.50 	20.71 	19.80 	19.32 	18.42 	17.51 	17.46 	18.20 	17.64 	15.23 	14.60 	14.35 	13.87 	: 
G-I,PPS,FR	24.58 	24.85 	24.09 	23.49 	22.09 	21.47 	22.20 	21.18 	19.98 	18.34 	17.58 	17.02 	15.91 	: 
G-I,PPS,HU	: 	9.89 	9.79 	8.74 	8.18 	8.05 	: 	: 	: 	: 	: 	: 	: 	: 
G-I,PPS,IT	: 	: 	: 	: 	: 	: 	17.94 	18.15 	: 	: 	: 	: 	: 	: 
G-I,PPS,LT	: 	7.94 	6.93 	6.21 	5.59 	5.71 	5.30 	4.96 	4.65 	4.55 	3.78 	3.27 	3.07 	: 
G-I,PPS,LU	22.68 	22.72 	22.62 	21.89 	22.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-I,PPS,LV	6.56 	5.93 	4.99 	4.39 	4.04 	3.96 	3.73 	3.43 	3.39 	3.15 	3.14 	3.12 	: 	: 
G-I,PPS,MT	: 	10.97 	10.91 	11.14 	10.66 	9.81 	9.73 	: 	: 	: 	: 	: 	: 	: 
G-I,PPS,NL	: 	: 	: 	23.09 	22.40 	21.53 	21.40 	20.21 	19.42 	18.12 	17.46 	16.62 	15.82 	: 
G-I,PPS,PL	: 	10.04 	8.92 	8.49 	8.61 	8.35 	8.32 	: 	: 	: 	: 	: 	: 	: 
G-I,PPS,PT	14.01 	13.87 	13.85 	13.39 	12.48 	11.85 	11.12 	10.67 	10.20 	: 	: 	: 	: 	: 
G-I,PPS,RO	: 	4.82 	4.15 	3.83 	3.66 	3.47 	3.57 	: 	: 	: 	: 	: 	: 	: 
G-I,PPS,SE	: 	25.61 	24.10 	23.45 	22.61 	22.79 	21.92 	21.43 	20.82 	18.45 	17.51 	16.66 	15.83 	14.68 
G-I,PPS,SI	: 	15.33 	14.63 	13.91 	13.61 	14.00 	13.79 	13.09 	: 	: 	: 	: 	: 	: 
G-I,PPS,SK	: 	9.42 	8.57 	8.20 	7.47 	7.58 	7.93 	6.89 	6.55 	6.77 	6.79 	5.94 	4.34 	: 
G-I,PPS,UK	: 	16.65 	16.50 	15.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-K,EUR,AT	24.68 	24.97 	24.86 	24.40 	24.10 	23.93 	22.86 	22.74 	22.38 	21.96 	21.23 	21.27 	21.74 	: 
G-K,EUR,BE	32.26 	31.06 	30.18 	29.36 	29.08 	28.53 	27.92 	26.71 	25.51 	: 	: 	: 	: 	: 
G-K,EUR,BG	: 	1.91 	1.64 	1.52 	1.41 	1.31 	1.24 	1.20 	1.12 	1.19 e	1.06 e	: 	: 	: 
G-K,EUR,CH	36.08 	: 	34.62 	: 	33.31 	: 	34.64 	: 	31.35 	: 	: 	: 	: 	: 
G-K,EUR,CY	12.97 	12.11 	11.62 	11.37 	10.89 	10.12 	9.54 	9.14 	8.78 	8.34 	8.06 	7.75 	7.11 	: 
G-K,EUR,CZ	: 	8.27 	7.48 	7.25 	6.21 	5.74 	5.66 	4.94 	4.10 	3.59 	3.39 	3.10 	2.91 	2.51 
G-K,EUR,DE	: 	25.50 	25.30 	25.20 	24.90 	24.90 	24.20 	23.70 	23.20 	22.60 	22.10 	21.80 	21.40 	: 
G-K,EUR,DK	: 	35.31 	33.66 	32.70 	31.34 	31.01 	29.72 	29.86 	27.30 	26.95 	25.45 	24.07 	: 	: 
G-K,EUR,EE	7.46 	6.55 	5.61 	4.73 	4.38 	4.23 	3.86 	3.33 	2.90 	2.68 	2.40 	2.10 	1.82 	: 
G-K,EUR,EL	: 	: 	: 	: 	: 	13.71 	12.67 	11.74 	11.04 	10.64 	9.78 	9.79 	9.30 	8.82 
G-K,EUR,ES	: 	15.95 	15.36 	14.82 	14.34 	13.84 	13.36 	12.84 	13.97 	13.90 	13.74 	13.87 	14.50 	: 
G-K,EUR,FI	28.27 	26.80 	26.13 	25.78 	24.61 	23.90 	22.90 	23.69 	22.38 	21.77 	20.72 	20.63 	20.45 	: 
G-K,EUR,FR	31.54 	30.94 	29.87 	28.87 	28.38 	27.69 	27.08 	26.01 	24.81 	23.41 	22.75 	22.31 	21.91 	: 
G-K,EUR,HU	: 	7.29 	6.67 	6.25 	5.95 	5.27 	: 	: 	: 	: 	: 	: 	: 	: 
G-K,EUR,IT	: 	: 	: 	: 	: 	: 	20.52 	19.90 	: 	: 	: 	: 	: 	: 
G-K,EUR,LT	: 	5.03 	4.24 	3.68 	3.26 	3.22 	3.08 	2.83 	2.65 	2.31 	1.87 	1.53 	1.24 	: 
G-K,EUR,LU	36.99 	35.75 	34.58 	33.64 	32.39 e	30.53 e	29.28 e	28.26 e	26.74 e	25.69 e	25.00 e	24.22 e	23.58 e	: 
G-K,EUR,LV	5.50 	4.44 	3.45 	2.81 	2.55 	2.41 	2.43 	2.29 	2.24 	1.81 	1.67 	1.55 	: 	: 
G-K,EUR,MT	: 	8.80 	8.33 	8.66 	8.43 	7.74 	7.77 	: 	: 	: 	: 	: 	: 	: 
G-K,EUR,NL	: 	: 	: 	26.78 	26.64 	26.00 	24.68 	23.35 	21.57 	20.25 	19.35 	18.20 b	18.77 	: 
G-K,EUR,PL	: 	6.96 	6.21 	5.76 	4.94 	4.94 	5.55 	5.57 	4.72 	4.26 	3.79 	3.40 	2.93 	: 
G-K,EUR,PT	13.68 	13.21 	13.03 	12.60 	12.00 	11.30 	10.60 	9.90 	9.34 	9.45 	9.09 	8.94 	8.79 	: 
G-K,EUR,RO	: 	3.56 	2.72 	2.37 	1.80 	1.67 	1.72 	1.59 	1.42 	: 	: 	: 	: 	: 
G-K,EUR,SE	: 	33.05 	32.18 	31.39 	30.88 	30.83 	29.26 	28.04 	29.14 	25.50 	24.15 	23.66 	23.00 	19.75 
G-K,EUR,SI	: 	13.34 	12.43 	11.64 	11.25 	11.83 	11.34 	10.68 	10.07 	9.86 	9.44 	8.79 	8.30 	8.06 
G-K,EUR,SK	: 	6.50 	5.48 	5.04 	4.44 	4.05 	3.79 	3.44 	3.12 	2.85 	2.98 	2.66 	1.95 	: 
G-K,EUR,UK	: 	23.15 	22.43 	21.22 	24.45 	23.48 	25.25 	24.64 	23.81 	20.84 	19.10 	17.71 	13.82 	: 
G-K,NAC,AT	24.68 	24.97 	24.86 	24.40 	24.10 	23.93 	22.86 	22.74 	22.38 	21.96 	21.38 	21.37 	21.23 	: 
G-K,NAC,BE	32.26 	31.06 	30.18 	29.36 	29.08 	28.53 	27.92 	26.71 	25.51 	: 	: 	: 	: 	: 
G-K,NAC,BG	: 	3.73 	3.20 	2.97 	2.76 	2.55 	2.41 	2.34 	2.18 	2.32 e	2.08 e	: 	: 	: 
G-K,NAC,CH	57.27 	: 	54.45 	: 	51.42 	: 	50.82 	: 	48.84 	: 	: 	: 	: 	: 
G-K,NAC,CY	12.97 	12.06 	11.43 	11.21 	10.83 	10.10 	9.38 	8.99 	8.61 	8.25 	7.98 	7.71 	7.19 	: 
G-K,NAC,CZ	: 	229.57 	212.08 	215.86 	197.99 	182.77 	174.41 	168.40 	145.93 	132.35 	122.33 	111.34 	100.27 	87.24 
G-K,NAC,DE	: 	25.50 	25.30 	25.20 	24.90 	24.90 	24.20 	23.70 	23.20 	22.60 	22.25 	21.90 	20.89 	: 
G-K,NAC,DK	: 	263.12 	251.07 	243.66 	233.17 	230.46 	220.82 	222.53 	203.49 	200.39 	190.82 	180.14 	: 	: 
G-K,NAC,EE	7.46 	6.55 	5.61 	4.73 	4.38 	4.23 	3.86 	3.33 	2.90 	2.68 	2.42 	2.11 	1.78 	: 
G-K,NAC,EL	: 	: 	: 	: 	: 	13.71 	12.67 	11.74 	10.91 	10.17 	9.49 	8.89 	8.34 	7.84 
G-K,NAC,ES	: 	15.95 	15.36 	14.82 	14.34 	13.84 	13.36 	12.84 	13.97 	13.90 	13.81 	13.83 	14.01 	: 
G-K,NAC,FI	28.27 	26.80 	26.13 	25.78 	24.61 	23.90 	22.90 	23.69 	22.38 	21.77 	20.85 	20.40 	20.05 	: 
G-K,NAC,FR	31.54 	30.94 	29.87 	28.87 	28.38 	27.69 	27.08 	26.01 	24.81 	23.41 	22.90 	22.49 	21.68 	: 
G-K,NAC,HU	: 	1832.00 	1763.00 	1551.00 	1498.00 	1336.00 	: 	: 	: 	: 	: 	: 	: 	: 
G-K,NAC,IT	: 	: 	: 	: 	: 	: 	20.52 	19.90 	: 	: 	: 	: 	: 	: 
G-K,NAC,LT	: 	17.36 	14.65 	12.69 	11.27 	11.12 	10.67 	10.14 	9.78 	9.85 	8.38 	6.96 	6.29 	: 
G-K,NAC,LU	36.99 	35.75 	34.58 	33.64 	32.39 e	30.53 e	29.28 e	28.26 e	26.74 e	25.69 e	25.17 e	24.34 e	22.97 e	: 
G-K,NAC,LV	3.87 	3.11 	2.40 	1.96 	1.70 	1.55 	1.41 	1.28 	1.25 	1.13 	1.10 	1.02 	: 	: 
G-K,NAC,MT	: 	8.80 	8.33 	8.67 	8.40 	7.68 	7.40 	: 	: 	: 	: 	: 	: 	: 
G-K,NAC,NL	: 	: 	: 	26.78 	26.64 	26.00 	24.68 	23.35 	21.57 	20.25 	19.49 	18.26 	18.23 	: 
G-K,NAC,PL	: 	26.35 	24.21 	23.18 	22.35 	21.72 	21.41 	20.47 	18.90 	18.02 	14.86 	12.63 	10.02 	: 
G-K,NAC,PT	13.68 	13.21 	13.03 	12.60 	12.00 	11.30 	10.60 	9.90 	9.34 	9.45 	9.15 	8.86 	8.58 	: 
G-K,NAC,RO	: 	11.86 	9.58 	8.57 	7.31 	6.28 	5.37 	4.13 	2.83 	: 	: 	: 	: 	: 
G-K,NAC,SE	: 	305.67 	297.77 	291.33 	281.74 	281.28 	268.09 	259.51 	246.10 	224.60 	215.34 	204.69 	195.83 	184.35 
G-K,NAC,SI	: 	13.34 	12.43 	11.63 	11.23 	11.54 	10.70 	9.72 	8.68 	8.00 	7.33 	6.63 	5.95 	5.21 
G-K,NAC,SK	: 	7.28 	6.77 	6.46 	5.90 	5.58 	5.36 	4.95 	4.41 	4.17 	3.91 	3.36 	2.52 	: 
G-K,NAC,UK	: 	15.84 	15.29 	14.51 	16.59 	16.25 	15.88 	15.32 	14.51 	13.73 	12.92 	12.26 	11.25 	: 
G-K,PPS,AT	23.40 	24.35 	24.38 	23.78 	23.33 	23.16 	22.10 	21.70 	21.98 	20.95 	20.17 	19.85 	19.43 	: 
G-K,PPS,BE	29.22 	28.91 	28.02 	27.56 	27.24 	26.78 	27.51 	25.89 	25.02 	: 	: 	: 	: 	: 
G-K,PPS,BG	: 	4.18 	3.65 	3.51 	3.36 	3.21 	3.03 	2.93 	2.89 	3.13 e	2.82 e	: 	: 	: 
G-K,PPS,CH	27.91 	: 	25.71 	: 	23.65 	: 	23.61 	: 	22.00 	: 	: 	: 	: 	: 
G-K,PPS,CY	14.61 	13.73 	12.86 	12.57 	11.94 	11.13 	10.71 	10.28 	9.97 	9.55 	9.25 	8.94 	8.23 	: 
G-K,PPS,CZ	: 	13.25 	12.20 	12.45 	11.21 	10.52 	9.92 	9.89 	8.53 	7.73 	7.15 	6.98 	6.63 	6.04 
G-K,PPS,DE	: 	25.07 	24.65 	24.37 	23.77 	23.46 	22.70 	22.16 	21.78 	21.07 	20.32 	19.90 	18.74 	: 
G-K,PPS,DK	: 	25.72 	24.32 	23.27 	22.45 	21.98 	22.20 	22.09 	20.97 	20.50 	19.66 	18.30 	: 	: 
G-K,PPS,EE	9.60 	8.93 	8.19 	7.30 	6.95 	6.81 	6.35 	5.45 	5.07 	4.72 	4.44 	4.14 	3.67 	: 
G-K,PPS,EL	: 	: 	: 	: 	: 	15.96 	15.80 	14.26 	13.02 	12.05 	11.41 	11.18 	10.82 	10.63 
G-K,PPS,ES	: 	17.18 	16.74 	16.25 	15.76 	15.66 	15.79 	15.04 	16.43 	16.16 	16.07 	15.96 	15.96 	: 
G-K,PPS,FI	23.30 	22.41 	21.29 	20.83 	19.88 	18.88 	18.48 	18.99 	18.52 	17.80 	16.85 	16.50 	15.96 	: 
G-K,PPS,FR	28.18 	28.64 	27.52 	26.65 	25.81 	25.17 	26.17 	24.99 	23.44 	21.43 	20.55 	19.92 	18.68 	: 
G-K,PPS,HU	: 	10.93 	11.00 	9.86 	9.60 	9.04 	: 	: 	: 	: 	: 	: 	: 	: 
G-K,PPS,IT	: 	: 	: 	: 	: 	: 	19.98 	19.95 	: 	: 	: 	: 	: 	: 
G-K,PPS,LT	: 	8.38 	7.40 	6.69 	6.10 	6.16 	5.69 	5.23 	5.03 	4.93 	4.10 	3.55 	3.39 	: 
G-K,PPS,LU	31.48 	31.15 	31.05 	30.11 	31.43 e	29.57 e	28.68 e	27.29 e	26.36 e	24.98 e	23.99 e	22.72 e	21.63 e	: 
G-K,PPS,LV	7.36 	6.66 	5.67 	4.93 	4.55 	4.44 	4.26 	3.87 	3.80 	3.46 	3.38 	3.24 	: 	: 
G-K,PPS,MT	: 	11.66 	11.14 	11.85 	11.51 	10.75 	10.42 	: 	: 	: 	: 	: 	: 	: 
G-K,PPS,NL	: 	: 	: 	25.56 	25.10 	24.12 	23.99 	22.68 	21.57 	19.72 	18.94 	17.60 	17.46 	: 
G-K,PPS,PL	: 	11.28 	9.95 	9.42 	9.27 	9.07 	9.07 	8.60 	8.15 	8.22 	7.08 	6.56 	5.78 	: 
G-K,PPS,PT	15.54 	15.42 	15.34 	14.80 	13.73 	13.13 	12.28 	11.74 	11.26 	11.34 	10.83 	10.84 	10.57 	: 
G-K,PPS,RO	: 	5.58 	4.71 	4.34 	4.16 	3.85 	4.00 	3.80 	3.34 	: 	: 	: 	: 	: 
G-K,PPS,SE	: 	28.58 	27.16 	26.33 	25.43 	24.96 	24.04 	23.39 	22.84 	20.18 	19.01 	17.98 	17.05 	15.70 
G-K,PPS,SI	: 	16.91 	16.21 	15.29 	14.90 	15.51 	15.24 	14.45 	13.82 	13.30 	12.74 	12.13 	11.42 	10.72 
G-K,PPS,SK	: 	10.28 	9.44 	9.10 	8.09 	7.99 	8.46 	7.93 	7.03 	7.03 	7.11 	6.39 	4.83 	: 
G-K,PPS,UK	: 	20.31 	20.28 	19.31 	22.53 	21.78 	21.57 	21.09 	19.85 	18.04 	17.02 	16.46 	14.90 	: 
H,EUR,AT	13.25 	13.61 	13.19 	13.17 	13.49 	13.11 	12.60 	12.85 	13.39 	13.19 	12.82 	13.16 	13.46 	: 
H,EUR,BE	19.93 	19.16 	18.31 	17.63 	17.42 	16.51 	16.41 	15.50 	14.59 	: 	: 	: 	: 	: 
H,EUR,BG	: 	1.15 	0.98 	0.94 	0.87 	0.80 	0.76 	0.75 	0.71 	0.97 e	0.92 e	: 	: 	: 
H,EUR,CH	21.75 	: 	21.11 	: 	20.91 	: 	21.67 	: 	19.42 	: 	: 	: 	: 	: 
H,EUR,CY	10.94 	9.83 	9.55 	9.42 	9.63 	8.99 	8.62 	8.46 	8.16 	7.81 	7.67 	7.42 	6.86 	: 
H,EUR,CZ	: 	4.77 	4.01 	4.04 	3.64 	3.51 	3.50 	3.16 	2.78 	2.34 	2.34 	1.96 	1.75 	1.91 
H,EUR,DE	: 	13.90 	13.80 	13.70 	13.70 	14.00 	13.80 	13.40 	13.00 	12.70 	12.60 	12.70 	12.60 	: 
H,EUR,DK	: 	24.96 	23.22 	23.31 	23.01 	22.51 	21.57 	21.21 	19.78 	20.30 	18.85 	18.07 	: 	: 
H,EUR,EE	4.82 	4.04 	3.48 	3.08 	2.56 	2.50 	1.97 	2.08 	1.63 	1.26 	1.39 	1.28 	1.21 	: 
H,EUR,EL	: 	: 	: 	: 	: 	8.65 	8.33 	8.02 	7.81 	7.77 	7.38 	7.59 	7.41 	7.19 
H,EUR,ES	: 	11.24 	10.86 	10.38 	10.13 	9.77 	9.54 	9.15 	9.97 	9.86 	9.75 	9.85 	10.13 	: 
H,EUR,FI	21.58 	20.74 	20.26 	20.23 	19.47 	18.80 	18.06 	15.31 	14.53 	: 	: 	: 	: 	: 
H,EUR,FR	21.13 	20.81 	20.33 	19.64 	19.02 	18.60 	18.36 	17.64 	17.33 	16.80 	16.56 	16.34 	16.35 	: 
H,EUR,HU	: 	4.27 	3.86 	3.65 	3.36 	3.21 	3.16 	2.51 	2.12 	1.89 	1.72 	1.69 	1.66 	: 
H,EUR,IT	: 	: 	: 	: 	13.84 	12.91 	12.88 	12.90 	12.81 	12.80 	12.54 	13.39 	12.63 	: 
H,EUR,LT	: 	2.79 	2.29 	2.09 	1.84 	1.82 	1.70 	1.74 	1.64 	1.52 	1.18 	1.04 	0.74 	: 
H,EUR,LU	17.75 	17.25 	16.72 	16.27 	15.44 e	15.26 e	14.51 e	14.24 e	13.34 e	12.64 e	12.28 e	12.06 e	11.67 e	: 
H,EUR,LV	3.42 	2.76 	2.12 	1.72 	1.57 	1.47 	1.43 	1.36 	1.32 	1.04 	0.97 	0.99 	: 	: 
H,EUR,MT	: 	5.94 	6.15 	6.33 	5.85 	6.53 	6.68 	: 	: 	: 	: 	: 	: 	: 
H,EUR,NL	: 	: 	: 	17.37 	17.83 	18.35 	16.60 	15.58 	14.10 	13.70 	13.22 	12.67 b	13.53 	: 
H,EUR,PL	: 	4.42 	3.95 	3.70 	3.13 	3.20 	3.53 	3.57 	3.00 	: 	2.61 	2.39 	1.84 	: 
H,EUR,PT	7.63 	7.38 	7.23 	7.10 	6.70 	6.40 	6.20 	5.90 	5.72 	5.50 	5.16 	4.94 	4.72 	: 
H,EUR,RO	: 	2.15 	1.65 	1.41 	1.15 	1.00 	1.02 	1.01 	0.85 	: 	: 	: 	: 	: 
H,EUR,SE	: 	22.02 	20.71 	20.69 	20.58 	19.97 	18.93 	18.22 	18.85 	17.93 	17.11 	16.86 	16.42 	14.21 
H,EUR,SI	: 	9.85 	9.12 	8.59 	8.29 	8.43 	8.18 	7.74 	7.41 	7.73 	7.26 	7.33 	7.29 	7.75 
H,EUR,SK	: 	3.74 	3.27 	2.65 	2.65 	2.35 	2.25 	2.21 	2.39 	1.91 	2.12 	1.83 	1.47 	: 
H,EUR,UK	: 	13.98 	13.14 	12.12 	16.27 	14.64 	14.77 	14.38 	14.04 	12.72 	11.84 	10.47 	8.45 	: 
H,NAC,AT	13.25 	13.61 	13.19 	13.17 	13.49 	13.11 	12.60 	12.85 	13.39 	13.19 	12.91 	13.22 	13.14 	: 
H,NAC,BE	19.93 	19.16 	18.31 	17.63 	17.42 	16.51 	16.41 	15.50 	14.59 	: 	: 	: 	: 	: 
H,NAC,BG	: 	2.25 	1.92 	1.84 	1.70 	1.56 	1.48 	1.46 	1.39 	1.90 e	1.82 e	: 	: 	: 
H,NAC,CH	34.52 	: 	33.20 	: 	32.28 	: 	31.79 	: 	30.26 	: 	: 	: 	: 	: 
H,NAC,CY	10.94 	9.79 	9.40 	9.28 	9.57 	8.97 	8.47 	8.32 	8.00 	7.72 	7.59 	7.38 	6.94 	: 
H,NAC,CZ	: 	132.48 	113.66 	120.35 	116.04 	111.68 	107.71 	107.60 	98.84 	86.31 	84.45 	70.45 	60.29 	66.13 
H,NAC,DE	: 	13.90 	13.80 	13.70 	13.70 	14.00 	13.80 	13.40 	13.00 	12.70 	12.69 	12.76 	12.30 	: 
H,NAC,DK	: 	185.97 	173.19 	173.69 	171.16 	167.30 	160.26 	158.04 	147.40 	150.96 	141.33 	135.24 	: 	: 
H,NAC,EE	4.82 	4.04 	3.48 	3.08 	2.56 	2.50 	1.97 	2.08 	1.63 	1.26 	1.40 	1.28 	1.18 	: 
H,NAC,EL	: 	: 	: 	: 	: 	8.65 	8.33 	8.02 	7.72 	7.43 	7.16 	6.89 	6.64 	6.39 
H,NAC,ES	: 	11.24 	10.86 	10.38 	10.13 	9.77 	9.54 	9.15 	9.97 	9.86 	9.80 	9.82 	9.79 	: 
H,NAC,FI	21.58 	20.74 	20.26 	20.23 	19.47 	18.80 	18.06 	15.31 	14.53 	: 	: 	: 	: 	: 
H,NAC,FR	21.13 	20.81 	20.33 	19.64 	19.02 	18.60 	18.36 	17.64 	17.33 	16.80 	16.66 	16.48 	16.18 	: 
H,NAC,HU	: 	1074.00 	1019.00 	906.00 	846.00 	813.00 	767.50 	643.05 	550.73 	478.47 	413.08 	357.97 	321.07 	: 
H,NAC,IT	: 	: 	: 	: 	13.84 	12.91 	12.88 	12.90 	12.81 	12.80 	12.59 	13.34 	12.78 	: 
